1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID,(I) INCUMBENT INDICATOR,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (when applicable),GE RUNOFF ELECTION % (when applicable),COMBINED GE PARTY TOTALS (when applicable),COMBINED GE PARTY % (when applicable),PE WINNER INDICATOR,GE WINNER INDICATOR,FOOTNOTES,1ST ROUND RCV VOTES,1ST ROUND RCV %,2ND ROUND RCV VOTES,2ND ROUND RCV %,3RD ROUND RCV VOTES,3RD ROUND RCV %
1049,GA,Georgia,06,H2GA06156 ,,Mallory ,Staples,"Staples, Mallory ",,R,10178,8.96321541482832%,,,,,,,,,,,,,,,,,
1050,GA,Georgia,06,H2GA06172 ,,Meagan,Hanson,"Hanson, Meagan",,R,9539,8.40048259403098%,,,,,,,,,,,,,,,,,
1051,GA,Georgia,06,H2GA06206 ,,Eugene,Yu,"Yu, Eugene",,R,7411,6.5264678167904%,,,,,,,,,,,,,,,,,
1052,GA,Georgia,06,H0GA06200 ,,Blake,Harbin,"Harbin, Blake",,R,4171,3.67317464091658%,,,,,,,,,,,,,,,,,
1053,GA,Georgia,06,H2GA06198 ,,Byron,Gatewood,"Gatewood, Byron",,R,3358,2.95720940882231%,,,,,,,,,,,,,,,,,
1054,GA,Georgia,06,H2GA06180 ,,Suzi,Voyles,"Voyles, Suzi",,R,2646,2.33018942696362%,,,,,,,,,,,,,,,,,
1055,GA,Georgia,06,H0GA06226 ,,Paulette,Smith,"Smith, Paulette",,R,1123,0.988965505094537%,,,,,,,,,,,,,,,,,
1056,GA,Georgia,06,n/a,,,,,Party Votes:,R,113553,,41263,,,,,,,,,,,,,,,,
1057,GA,Georgia,06,H2GA06222,,Bob,Christian,"Christian, Bob",,D,18776,55.5486524067335%,,,125612,37.7782723505104%,,,,,W,,,,,,,,
1058,GA,Georgia,06,H2GA06214,,Wayne C.,White,"White, Wayne C.",,D,15025,44.4513475932665%,,,,,,,,,,,,,,,,,
1059,GA,Georgia,06,n/a,,,,,Party Votes:,D,33801,,,,,,,,,,,,,,,,,,
1060,GA,Georgia,06,n/a,,,,,District Votes:,,147354,,41263,,332498,,,,,,,,,,,,,,
1061,GA,Georgia,,n/a,,,,DISTRICT 7,,,,,,,,,,,,,,,,,,,,,
1062,GA,Georgia,07,H8GA06393,(I),Lucy,McBath,"McBath, Lucy",,D,33607,63.0892263793201%,,,143063,61.0495905504419%,,,,,W,W,,,,,,,
1063,GA,Georgia,07,H8GA07201,(I),Carolyn,Bourdeaux,"Bourdeaux, Carolyn",,D,16310,30.6181831834651%,,,,,,,,,,,,,,,,,
1064,GA,Georgia,07,H2GA07147 ,,Donna,McLeod,"McLeod, Donna",,D,3352,6.29259043721489%,,,,,,,,,,,,,,,,,
1065,GA,Georgia,07,n/a,,,,,Party Votes:,D,53269,,,,,,,,,,,,,,,,,,
1066,GA,Georgia,07,H2GA07154 	,,Mark,Gonsalves,"Gonsalves, Mark",,R,12477,27.4981266804778%,8591,70.0905604960431%,91262,38.9444351985798%,,,,,W,,,,,,,,
1067,GA,Georgia,07,H2GA07121 ,,Michael,Corbin,"Corbin, Michael",,R,18637,41.0741834530789%,3666,29.9094395039569%,,,,,,,,,,,,,,,
1068,GA,Georgia,07,H2GA07162,,Lisa,McCoy,"McCoy, Lisa",,R,6380,14.0609159430511%,,,,,,,,,,,,,,,,,
1069,GA,Georgia,07,H2GA10232 ,,Mary,West,"West, Mary",,R,4370,9.63106624939393%,,,,,,,,,,,,,,,,,
1070,GA,Georgia,07,H2GA07139 ,,YG,Nyghtstorm,"Nyghtstorm, YG",,R,3510,7.73570767399833%,,,,,,,,,,,,,,,,,
1071,GA,Georgia,07,n/a,,,,,Party Votes:,R,45374,,12257,,,,,,,,,,,,,,,,
1072,GA,Georgia,07,H0GA07307,,Lisa,Babbage,"Babbage, Lisa",,W,,,,,14,0.0059742509782836%,,,,,,,,,,,,,
1073,GA,Georgia,07,n/a,,,,,District Votes:,,98643,,12257,,234339,,,,,,,,,,,,,,
1074,GA,Georgia,,n/a,,,,DISTRICT 8,,,,,,,,,,,,,,,,,,,,,
1075,GA,Georgia,08,H0GA08099 ,(I),Austin,Scott,"Scott, Austin",,R,90426,100%,,,178700,68.576209005856%,,,,,W,W,,,,,,,
1076,GA,Georgia,08,n/a,,,,,Party Votes:,R,90426,,,,,,,,,,,,,,,,,,
1077,GA,Georgia,08,H2GA08095 ,,Darrius,Butler,"Butler, Darrius",,D,30655,100%,,,81886,31.423790994144%,,,,,W,,,,,,,,
1078,GA,Georgia,08,n/a,,,,,Party Votes:,D,30655,,,,,,,,,,,,,,,,,,
1079,GA,Georgia,08,n/a,,,,,District Votes:,,121081,,,,260586,,,,,,,,,,,,,,
1080,GA,Georgia,,n/a,,,,DISTRICT 9,,,,,,,,,,,,,,,,,,,,,
1081,GA,Georgia,09,H0GA09246 ,(I),Andrew,Clyde,"Clyde, Andrew",,R,90535,76.3950417267887%,,,212820,72.3537931175163%,,,,,W,W,,,,,,,
1082,GA,Georgia,09,H2GA09226 ,,Ben,Souther,"Souther, Ben",,R,17922,15.1229020580715%,,,,,,,,,,,,,,,,,
1083,GA,Georgia,09,H0GA09196,,Michael,Boggus,"Boggus, Michael",,R,4230,3.56934916335468%,,,,,,,,,,,,,,,,,
1084,GA,Georgia,09,H2GA09242,,J. Gregory,Howard,"Howard, J. Gregory",,R,3463,2.9221409344438%,,,,,,,,,,,,,,,,,
1085,GA,Georgia,09,H2GA09259,,John,London,"London, John",,R,2359,1.9905661173413%,,,,,,,,,,,,,,,,,
1086,GA,Georgia,09,n/a,,,,,Party Votes:,R,118509,,,,,,,,,,,,,,,,,,
1087,GA,Georgia,09,H2GA09234,,"Michael ""Mike""",Ford,"Ford, Michael ""Mike""",,D,21434,100%,,,81318,27.6462068824837%,,,,,W,,,,,,,,
1088,GA,Georgia,09,n/a,,,,,Party Votes:,D,21434,,,,,,,,,,,,,,,,,,
1089,GA,Georgia,09,n/a,,,,,District Votes:,,139943,,,,294138,,,,,,,,,,,,,,
1090,GA,Georgia,,n/a,,,,DISTRICT 10,,,,,,,,,,,,,,,,,,,,,
1091,GA,Georgia,10,H4GA10071 ,,Mike,Collins,"Collins, Mike",,R,28741,25.6238577096242%,30536,74.4689671991221%,198523,64.5330429411956%,,,,,W,W,,,,,,,
1092,GA,Georgia,10,H2GA10281 ,,Vernon J.,Jones,"Jones, Vernon J.",,R,24165,21.5441537021352%,10469,25.5310328008779%,,,,,,,,,,,,,,,
1093,GA,Georgia,10,H2GA10166 ,,Timothy,Barr,"Barr, Timothy",,R,16007,14.27094013284%,,,,,,,,,,,,,,,,,
1094,GA,Georgia,10,H6GA09243,,Paul,Broun,"Broun, Paul",,R,14901,13.2848927918691%,,,,,,,,,,,,,,,,,
1095,GA,Georgia,10,H2GA10182 	,,David,Curry,"Curry, David",,R,10557,9.41202692461998%,,,,,,,,,,,,,,,,,
1096,GA,Georgia,10,H2GA10216,,Alan,Sims,"Sims, Alan",,R,7388,6.58672491418892%,,,,,,,,,,,,,,,,,
1097,GA,Georgia,10,H2GA10158 ,,Marc,McMain,"McMain, Marc",,R,5222,4.65564124281193%,,,,,,,,,,,,,,,,,
1098,GA,Georgia,10,H2GA10224,,Mitchell,Swan,"Swan, Mitchell",,R,5184,4.62176258191058%,,,,,,,,,,,,,,,,,
1099,GA,Georgia,10,n/a,,,,,Party Votes:,R,112165,,41005,,,,,,,,,,,,,,,,
1100,GA,Georgia,10,H8GA10197 ,,Tabitha,Johnson-Green,"Johnson-Green, Tabitha",,D,15826,41.9676478387696%,9070,64.3536256563076%,109107,35.4669570588044%,,,,,W,,,,,,,,
1101,GA,Georgia,10,H2GA10273 ,,Jessica Allison,Fore,"Fore, Jessica Allison",,D,7261,19.2548395651021%,5024,35.6463743436924%,,,,,,,,,,,,,,,
1102,GA,Georgia,10,H2GA10208 ,,Phyllis,Hatcher,"Hatcher, Phyllis",,D,7118,18.8756298064174%,,,,,,,,,,,,,,,,,
1103,GA,Georgia,10,H2GA10299,,Femi,Oduwole,"Oduwole, Femi",,D,4425,11.7342879872713%,,,,,,,,,,,,,,,,,
1104,GA,Georgia,10,H2GA09218,,Paul,Walton,"Walton, Paul",,D,3080,8.16759480243967%,,,,,,,,,,,,,,,,,
1105,GA,Georgia,10,n/a,,,,,Party Votes:,D,37710,,14094,,,,,,,,,,,,,,,,
1106,GA,Georgia,10,n/a,,,,,District Votes:,,149875,,55099,,307630,,,,,,,,,,,,,,
1107,GA,Georgia,,n/a,,,,DISTRICT 11,,,,,,,,,,,,,,,,,,,,,
1108,GA,Georgia,11,H4GA11061 ,(I),Barry,Loudermilk,"Loudermilk, Barry",,R,99073,100%,,,190086,62.5989191752537%,,,,,W,W,,,,,,,
1109,GA,Georgia,11,n/a,,,,,Party Votes:,R,99073,,,,,,,,,,,,,,,,,,
1110,GA,Georgia,11,H2GA11230 ,,Antonio,Daza,"Daza, Antonio",,D,33470,100%,,,113571,37.4010808247463%,,,,,W,,,,,,,,
1111,GA,Georgia,11,n/a,,,,,Party Votes:,D,33470,,,,,,,,,,,,,,,,,,
1112,GA,Georgia,11,n/a,,,,,District Votes:,,132543,,,,303657,,,,,,,,,,,,,,
1113,GA,Georgia,,n/a,,,,DISTRICT 12,,,,,,,,,,,,,,,,,,,,,
1114,GA,Georgia,12,H2GA12121 ,(I),Rick W.,Allen,"Allen, Rick W.",,R,81151,100%,,,158047,59.5965233130338%,,,,,W,W,,,,,,,
1115,GA,Georgia,12,n/a,,,,,Party Votes:,R,81151,,,,,,,,,,,,,,,,,,
1116,GA,Georgia,12,H0GA12059,,"Elizabeth ""Liz""",Johnson,"Johnson, Elizabeth ""Liz""",,D,44537,100%,,,107148,40.4034766869662%,,,,,W,,,,,,,,
1117,GA,Georgia,12,n/a,,,,,Party Votes:,D,44537,,,,,,,,,,,,,,,,,,
1118,GA,Georgia,12,n/a,,,,,District Votes:,,125688,,,,265195,,,,,,,,,,,,,,
1119,GA,Georgia,,n/a,,,,DISTRICT 13,,,,,,,,,,,,,,,,,,,,,
1120,GA,Georgia,13,H2GA13012 ,(I),David,Scott,"Scott, David",,D,60544,65.7094172934371%,,,216388,81.7743447108263%,,,,,W,W,,,,,,,
1121,GA,Georgia,13,H2GA13087,,Mark,Baker,"Baker, Mark",,D,11581,12.5690532781992%,,,,,,,,,,,,,,,,,
1122,GA,Georgia,13,H2GA13129 ,,Shastity,Driscoll,"Driscoll, Shastity",,D,10906,11.8364644721562%,,,,,,,,,,,,,,,,,
1123,GA,Georgia,13,H2GA13103 ,,Vincent,Fort,"Fort, Vincent",,D,9108,9.88506495620747%,,,,,,,,,,,,,,,,,
1124,GA,Georgia,13,n/a,,,,,Party Votes:,D,92139,,,,,,,,,,,,,,,,,,
1125,GA,Georgia,13,H0GA13149,,Caesar,Gonzales,"Gonzales, Caesar",,R,12659,57.2003072613077%,,,48228,18.2256552891737%,,,,,W,,,,,,,,
1126,GA,Georgia,13,H2GA13079 ,,Calina,Plotky,"Plotky, Calina",,R,5022,22.6921512810085%,,,,,,,,,,,,,,,,,
1127,GA,Georgia,13,H2GA13137 ,,Dominika,Hawkins,"Hawkins, Dominika",,R,4450,20.1075414576838%,,,,,,,,,,,,,,,,,
1128,GA,Georgia,13,n/a,,,,,Party Votes:,R,22131,,,,,,,,,,,,,,,,,,
1129,GA,Georgia,13,n/a,,,,,District Votes:,,114270,,,,264616,,,,,,,,,,,,,,
1130,GA,Georgia,,n/a,,,,DISTRICT 14,,,,,,,,,,,,,,,,,,,,,
1131,GA,Georgia,14,H0GA06192 ,(I),Marjorie Taylor,Greene,"Greene, Marjorie Taylor",,R,72215,69.5438218044896%,,,170162,65.8646569976505%,,,,,W,W,,,,,,,
1132,GA,Georgia,14,H2GA14093 ,,Jennifer,Strahan,"Strahan, Jennifer",,R,17595,16.9441742664266%,,,,,,,,,,,,,,,,,
1133,GA,Georgia,14,H2GA14119 ,,Eric,Cunningham,"Cunningham, Eric",,R,6390,6.15363873614468%,,,,,,,,,,,,,,,,,
1134,GA,Georgia,14,H2GA14135,,James,Haygood,"Haygood, James",,R,3790,3.64981076838628%,,,,,,,,,,,,,,,,,
1135,GA,Georgia,14,H2GA14101 ,,Charles,Lutin,"Lutin, Charles",,R,2304,2.21877678373667%,,,,,,,,,,,,,,,,,
1136,GA,Georgia,14,H2GA14143 ,,Seth,Synstelien,"Synstelien, Seth",,R,1547,1.48977764081625%,,,,,,,,,,,,,,,,,
1137,GA,Georgia,14,n/a,,,,,Party Votes:,R,103841,,,,,,,,,,,,,,,,,,
1138,GA,Georgia,14,H2GA14044 ,,Marcus,Flowers,"Flowers, Marcus",,D,20082,74.6959270968942%,,,88189,34.1353430023495%,,,,,W,,,,,,,,
1139,GA,Georgia,14,H2GA14077 ,,Wendy,Davis,"Davis, Wendy",,D,5141,19.1221870931746%,,,,,,,,,,,,,,,,,
1140,GA,Georgia,14,H2GA14051,,Holly,McCormack,"McCormack, Holly",,D,1662,6.18188580993119%,,,,,,,,,,,,,,,,,
1141,GA,Georgia,14,n/a,,,,,Party Votes:,D,26885,,,,,,,,,,,,,,,,,,
1142,GA,Georgia,14,n/a,,,,,District Votes:,,130726,,,,258351,,,,,,,,,,,,,,
1143,GA,Georgia,H,n/a,,,,,Total State Votes:,,1780690,,157914,,3907986,,,,,,,,,,,,,,
1144,GU,Guam,,n/a,,,,DELEGATE,,,,,,,,,,,,,,,,,,,,,
1145,GU,Guam,00,H2GU01031,,James C.,Moylan,"Moylan, James C.",,R,2632,99.6592199924271%,,,17260,52.1198212344486%,,,,,W,W,,,,,,,
1146,GU,Guam,00,n/a,,,Scattered,Scattered,,W(R),9,0.340780007572889%,,,,,,,,,,,,,,,,,
1147,GU,Guam,00,n/a,,,,,Party Votes:,R,2641,,,,,,,,,,,,,,,,,,
1148,GU,Guam,00,H2GU01056,,Judith T.,Won Pat,"Won Pat, Judith T.",,D,9882,55.4327705166321%,,,15636,47.2158473245561%,,,,,W,,,,,,,,
1149,GU,Guam,00,H2GU01049,,Telena Cruz,Nelson,"Nelson, Telena Cruz",,D,7878,44.1913950748864%,,,,,,,,,,,,,,,,,
1150,GU,Guam,00,n/a,,,Scattered,Scattered,,W(D),67,0.375834408481517%,,,,,,,,,,,,,,,,,
1151,GU,Guam,00,n/a,,,,,Party Votes:,D,17827,,,,,,,,,,,,,,,,,,
1152,GU,Guam,00,n/a,,,Scattered,Scattered,,W,,,,,220,0.664331440995289%,,,,,,,,,,,,,
1153,GU,Guam,00,n/a,,,,,District Votes:,,20468,,,,33116,,,,,,,,,,,,,,
1154,GU,Guam,H,n/a,,,,,Total State Votes:,,20468,,,,33116,,,,,,,,,,,,,,
1155,HI,Hawaii,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,,,,,,,,
1156,HI,Hawaii,01,H2HI02128 ,(I),Ed,Case,"Case, Ed",,D,100667,83.1745585841644%,,,143546,73.702910717128%,,,,,W,W,,,,,,,
1157,HI,Hawaii,01,H2HI01112,,Sergio (Serg),Alcubilla,"Alcubilla, Sergio (Serg)",,D,20364,16.8254414158356%,,,,,,,,,,,,,,,,,
1158,HI,Hawaii,01,n/a,,,,,Party Votes:,D,121031,,,,,,,,,,,,,,,,,,
1159,HI,Hawaii,01,H2HI02557,,Conrad,Kress,"Kress, Conrad",,R,13449,50.3726731338252%,,,51217,26.297089282872%,,,,,W,,,,,,,,
1160,HI,Hawaii,01,H2HI02144 ,,Arturo P.,Reyes,"Reyes, Arturo P.",,R,7465,27.9598486834713%,,,,,,,,,,,,,,,,,
1161,HI,Hawaii,01,H2HI01120,,Patrick C.,Largey,"Largey, Patrick C.",,R,5785,21.6674781827035%,,,,,,,,,,,,,,,,,
1162,HI,Hawaii,01,n/a,,,,,Party Votes:,R,26699,,,,,,,,,,,,,,,,,,
1163,HI,Hawaii,01,H4HI01183,,Calvin C. (G),Griffin,"Griffin, Calvin C. (G)",,N,270,53.5714285714286%,,,,,,,,,,,,,,,,,
1164,HI,Hawaii,01,H2HI01146,,Steven L.,Abkin,"Abkin, Steven L.",,N,234,46.4285714285714%,,,,,,,,,,,,,,,,,
1165,HI,Hawaii,01,n/a,,,,,Party Votes:,N,504,,,,,,,,,,,,,,,,,,
1166,HI,Hawaii,01,n/a,,,,,District Votes:,,148234,,,,194763,,,,,,,,,,,,,,
1167,HI,Hawaii,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,,,,,,,,
1168,HI,Hawaii,02,H2HI02581 ,,Jill N.,Tokuda,"Tokuda, Jill N.",,D,62275,57.5847242128624%,,,128407,62.2093783761524%,,,,,W,W,,,,,,,
1169,HI,Hawaii,02,H2HI02599,,Patrick Pihana,Branco,"Branco, Patrick Pihana",,D,27057,25.0191872023672%,,,,,,,,,,,,,,,,,
1170,HI,Hawaii,02,H2HI02631,,Kyle T.,Yoshida,"Yoshida, Kyle T.",,D,6624,6.12510980627861%,,,,,,,,,,,,,,,,,
1171,HI,Hawaii,02,H2HI02615 ,,Brendan,Schultz,"Schultz, Brendan",,D,6115,5.65444542050025%,,,,,,,,,,,,,,,,,
1172,HI,Hawaii,02,H2HI02623,,Nicole,Gi,"Gi, Nicole",,D,3937,3.64048268528365%,,,,,,,,,,,,,,,,,
1173,HI,Hawaii,02,H3HI02142,,Steven B.,Sparks,"Sparks, Steven B.",,D,2137,1.97605067270794%,,,,,,,,,,,,,,,,,
1174,HI,Hawaii,02,n/a,,,,,Party Votes:,D,108145,,,,,,,,,,,,,,,,,,
1175,HI,Hawaii,02,H0HI02213,,Joe,Akana,"Akana, Joe",,R,28200,83.9210784751361%,,,72874,35.3052889623131%,,,,,W,,,,,,,,
1176,HI,Hawaii,02,H2HI02607,,Joseph E. (Joe),Webster,"Webster, Joseph E. (Joe)",,R,5403,16.0789215248639%,,,,,,,,,,,,,,,,,
1177,HI,Hawaii,02,n/a,,,,,Party Votes:,R,33603,,,,,,,,,,,,,,,,,,
1178,HI,Hawaii,02,H8HI01283,,Michelle Rose,Tippens,"Tippens, Michelle Rose",,LIB,343,100%,,,5130,2.48533266153451%,,,,,W,,,,,,,,
1179,HI,Hawaii,02,n/a,,,,,Party Votes:,LIB,343,,,,,,,,,,,,,,,,,,
1180,HI,Hawaii,02,n/a,,,,,District Votes:,,142091,,,,206411,,,,,,,,,,,,,,
1181,HI,Hawaii,H,n/a,,,,,Total State Votes:,,290325,,,,401174,,,,,,,,,,,,,,
1182,ID,Idaho,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,,,,,,,,
1183,ID,Idaho,01,H8ID01124,(I),Russ,Fulcher,"Fulcher, Russ",,R,126528,100%,,,222901,71.3415609937204%,,,,,W,W,,,,,,,
1184,ID,Idaho,01,n/a,,,,,Party Votes:,R,126528,,,,,,,,,,,,,,,,,,
1185,ID,Idaho,01,H2ID01192,,Kaylee,Peterson,"Peterson, Kaylee",,D,15057,100%,,,82261,26.3284065522561%,,,,,W,,,,,,,,
1186,ID,Idaho,01,n/a,,,,,Party Votes:,D,15057,,,,,,,,,,,,,,,,,,
1187,ID,Idaho,01,H2ID01200,,Darian,Drake,"Drake, Darian #",,LIB,#,,,,7280,2.33003245402347%,,,,,,,"# Joe Evans withdrew on August 22, 2022.  Darian Drake was selected by the party to fill the vacancy on the general election ballot.",,,,,,
1188,ID,Idaho,01,H2ID01176,,Joe,Evans,"Evans, Joe #",,LIB,489,100%,,,,,,,,,W,,,,,,,,
1189,ID,Idaho,01,n/a,,,,,Party Votes:,LIB,489,,,,,,,,,,,,,,,,,,
1190,ID,Idaho,01,n/a,,,,,District Votes:,,142074,,,,312442,,,,,,,,,,,,,,
1191,ID,Idaho,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,,,,,,,,
1192,ID,Idaho,02,H8ID02064,(I),Mike,Simpson,"Simpson, Mike",,R,67177,54.5715237329304%,,,172450,63.5910408354414%,,,,,W,W,,,,,,,
1193,ID,Idaho,02,H4ID02063,,Bryan,Smith,"Smith, Bryan",,R,40267,32.7110699518274%,,,,,,,,,,,,,,,,,
1194,ID,Idaho,02,H2ID02190,,Flint L. ,Christensen,"Christensen, Flint L. ",,R,7113,5.7782760217386%,,,,,,,,,,,,,,,,,
1195,ID,Idaho,02,H2ID02232,,Chris,Porter,"Porter, Chris",,R,6357,5.16413618307216%,,,,,,,,,,,,,,,,,
1196,ID,Idaho,02,H2ID02224,,Daniel Algiers Lucas,Levy,"Levy, Daniel Algiers Lucas",,R,2185,1.77499411043144%,,,,,,,,,,,,,,,,,
1197,ID,Idaho,02,n/a,,,,,Party Votes:,R,123099,,,,,,,,,,,,,,,,,,
1198,ID,Idaho,02,H2ID02216,,Wendy ,Norman,"Norman, Wendy ",,D,17150,100%,,,98736,36.4089591645586%,,,,,W,,,,,,,,
1199,ID,Idaho,02,n/a,,,,,Party Votes:,D,17150,,,,,,,,,,,,,,,,,,
1200,ID,Idaho,02,n/a,,,,,District Votes:,,140249,,,,271186,,,,,,,,,,,,,,
1201,ID,Idaho,H,n/a,,,,,Total State Votes:,,282323,,,,583628,,,,,,,,,,,,,,
1202,IL,Illinois,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,,,,,,,,
1203,IL,Illinois,01,H2IL01349,,Jonathan L. ,Jackson,"Jackson, Jonathan L. ",,D,21607,28.1752034216566%,,,159142,67.0283247341266%,,,,,W,W,,,,,,,
1204,IL,Illinois,01,H2IL01281,,Pat,Dowell,"Dowell, Pat",,D,14594,19.03035677029%,,,,,,,,,,,,,,,,,
1205,IL,Illinois,01,H2IL01364,,Karin,Norington-Reaves,"Norington-Reaves, Karin",,D,10825,14.1156373878573%,,,,,,,,,,,,,,,,,
1206,IL,Illinois,01,H0IL07167,,"Jacqueline ""Jacqui"" ",Collins,"Collins, Jacqueline ""Jacqui"" ",,D,9299,12.1257563112873%,,,,,,,,,,,,,,,,,
1207,IL,Illinois,01,H2IL01232,,Chris,Butler,"Butler, Chris",,D,4141,5.39980179428333%,,,,,,,,,,,,,,,,,
1208,IL,Illinois,01,H2IL01208,,Jahmal ,Cole,"Cole, Jahmal ",,D,4045,5.2746192363864%,,,,,,,,,,,,,,,,,
1209,IL,Illinois,01,H2IL01331,,Jonathan T. ,Swain,"Swain, Jonathan T. ",,D,2554,3.33037763404966%,,,,,,,,,,,,,,,,,
1210,IL,Illinois,01,H2IL01224,,"Michael A., Jr.",Thompson,"Thompson, Michael A., Jr.",,D,1680,2.19069476319633%,,,,,,,,,,,,,,,,,
1211,IL,Illinois,01,H2IL01372,,Charise A. ,Williams,"Williams, Charise A. ",,D,1601,2.08767994992698%,,,,,,,,,,,,,,,,,
1212,IL,Illinois,01,H2IL01265,,Cassandra ,Goodrum,"Goodrum, Cassandra ",,D,1422,1.85426663884832%,,,,,,,,,,,,,,,,,
1213,IL,Illinois,01,H2IL01307,,Marcus ,Lewis,"Lewis, Marcus ",,D,901,1.17489046526184%,,,,,,,,,,,,,,,,,
1214,IL,Illinois,01,H2IL01430,,Robert A.,Palmer,"Palmer, Robert A.",,D,899,1.17228249530565%,,,,,,,,,,,,,,,,,
1215,IL,Illinois,01,H2IL01380,,Nykea Pippion ,McGriff,"McGriff, Nykea Pippion ",,D,892,1.163154600459%,,,,,,,,,,,,,,,,,
1216,IL,Illinois,01 ,H2IL01414,,Terre Layng ,Rosner,"Rosner, Terre Layng ",,D,780,1.01710828291258%,,,,,,,,,,,,,,,,,
1217,IL,Illinois,01,H0IL01210,,Ameena ,Matthews,"Matthews, Ameena ",,D,686,0.894533694971834%,,,,,,,,,,,,,,,,,
1218,IL,Illinois,01,H2IL01216,,Kirby ,Birgans,"Birgans, Kirby ",,D,511,0.66633632380555%,,,,,,,,,,,,,,,,,
1219,IL,Illinois,01,H2IL01422,,Steven,DeJoie,"DeJoie, Steven",,D,251,0.327300229501356%,,,,,,,,,,,,,,,,,
1220,IL,Illinois,01,n/a,,,,,Party Votes:,D,76688,,,,,,,,,,,,,,,,,,
1221,IL,Illinois,01,H2IL01323,,Eric,Carlson,"Carlson, Eric",,R,10755,40.4612317068583%,,,78258,32.9611456249342%,,,,,W,,,,,,,,
1222,IL,Illinois,01,H2IL01398,,Jeffery T,Regnier,"Regnier, Jeffery T",,R,10375,39.0316391407396%,,,,,,,,,,,,,,,,,
1223,IL,Illinois,01,H2IL16115,,Geno,Young,"Young, Geno",,R,3853,14.4953162033031%,,,,,,,,,,,,,,,,,
1224,IL,Illinois,01,H0IL01194,,Philanise,White,"White, Philanise",,R,1598,6.01181294909898%,,,,,,,,,,,,,,,,,
1225,IL,Illinois,01,n/a,,,,,Party Votes:,R,26581,,,,,,,,,,,,,,,,,,
1226,IL,Illinois,01,n/a,,"Tori ""Nick""",Nicholson,"Nicholson, Tori ""Nick""",,W,,,,,13,0.00547541328840687%,,,,,,,,,,,,,
1227,IL,Illinois,01,n/a,,Babette U.,Peyton,"Peyton, Babette U.",,W,,,,,12,0.00505422765083711%,,,,,,,,,,,,,
1228,IL,Illinois,01,n/a,,,,,District Votes:,,103269,,,,237425,,,,,,,,,,,,,,
1229,IL,Illinois,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,,,,,,,,
1230,IL,Illinois,02,H2IL02172,(I),Robin,Kelly,"Kelly, Robin",,D,56606,100%,,,140414,67.1275247998088%,,,,,W,W,,,,,,,
1231,IL,Illinois,02,n/a,,,,,Party Votes:,D,56606,,,,,,,,,,,,,,,,,,
1232,IL,Illinois,02,H2IL02214,,Thomas,Lynch,"Lynch, Thomas",,R,10289,37.1685571851745%,,,68761,32.8724752001912%,,,,,W,,,,,,,,
1233,IL,Illinois,02,H2IL02206,,Shane ,Cultra,"Cultra, Shane ",,R,9869,35.6513257712593%,,,,,,,,,,,,,,,,,
1234,IL,Illinois,02,H2IL02198,,Ashley,Ramos,"Ramos, Ashley",,R,7524,27.1801170435662%,,,,,,,,,,,,,,,,,
1235,IL,Illinois,02,n/a,,,,,Party Votes:,R,27682,,,,,,,,,,,,,,,,,,
1236,IL,Illinois,02,n/a,,,,,District Votes:,,84288,,,,209175,,,,,,,,,,,,,,
1237,IL,Illinois,,n/a,,,,DISTRICT 3,,,,,,,,,,,,,,,,,,,,,
1238,IL,Illinois,03,H2IL03162,,Delia ,Ramirez,"Ramirez, Delia ",,D,37296,66.3866144535422%,,,121764,68.4994852581304%,,,,,W,W,,,,,,,
1239,IL,Illinois,03,H2IL03154,,"Gilbert ""Gil""",Villegas,"Villegas, Gilbert ""Gil""",,D,12990,23.12210751157%,,,,,,,,,,,,,,,,,
1240,IL,Illinois,03,H2IL03170,,Iymen H. ,Chehade,"Chehade, Iymen H. ",,D,3719,6.61979352082592%,,,,,,,,,,,,,,,,,
1241,IL,Illinois,03,H2IL03188,,Juan Enrique,Aguirre,"Aguirre, Juan Enrique",,D,2175,3.87148451406194%,,,,,,,,,,,,,,,,,
1242,IL,Illinois,03,n/a,,,,,Party Votes:,D,56180,,,,,,,,,,,,,,,,,,
1243,IL,Illinois,03,H2IL03162,,Justin,Burau,"Burau, Justin",,R,18997,100%,,,55995,31.5005147418696%,,,,,W,,,,,,,,
1244,IL,Illinois,03,n/a,,,,,Party Votes:,R,18997,,,,,,,,,,,,,,,,,,
1245,IL,Illinois,03,n/a,,,,,District Votes:,,75177,,,,177759,,,,,,,,,,,,,,
1246,IL,Illinois,,n/a,,,,DISTRICT 4,,,,,,,,,,,,,,,,,,,,,
