#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,Notes (See Endnotes Tab)
3545,Washington,WA,01,,,,,,Party Votes:,R,50050,,,,,,,,
3546,Washington,WA,01,H4WA01225,,Charles,Moore,"Moore, Charles",,LBT,1803,100%,,,5798,1.76892872724388%,,,
3547,Washington,WA,01,,,,,,Party Votes:,LBT,1803,,,,,,,,
3548,Washington,WA,01,,,,,,District Votes:,,141021,,,,327769,,,,
3549,Washington,WA,02,H0WA02080,(I),Rick,Larsen,"Larsen, Rick",,D,77962,100%,,,202383,63.9073265926071%,,,
3550,Washington,WA,02,,,,,,Party Votes:,D,77962,,,,,,,,
3551,Washington,WA,02,H4WA02124,,Suzanne,Sinclair,"Sinclair, Suzanne",,R,21519,40.9028701767725%,,,106333,33.5772162611074%,,,
3552,Washington,WA,02,H4WA02140,,Larry,Klepinger,"Klepinger, Larry",,R,19568,37.194449724387%,,,,,,,
3553,Washington,WA,02,H4WA02132,,"Glenn E., III",Coggeshell,"Coggeshell, Glenn E., III",,R,11523,21.9026800988405%,,,,,,,
3554,Washington,WA,02,,,,,,Party Votes:,R,52610,,,,,,,,
3555,Washington,WA,02,H2WA02151,,Bruce,Guthrie,"Guthrie, Bruce",,LBT,2078,100%,,,7966,2.51545714628555%,,,
3556,Washington,WA,02,,,,,,Party Votes:,LBT,2078,,,,,,,,
3557,Washington,WA,02,,,,,,District Votes:,,132650,,,,316682,,,,
3558,Washington,WA,03,H6WA03135,(I),Brian,Baird,"Baird, Brian",,D,61110,85.3157982911711%,,,193626,61.9299990724541%,,,
3559,Washington,WA,03,H4WA03098,,Cheryl A.,Crist,"Crist, Cheryl A.",,D,10518,14.684201708829%,,,,,,,
3560,Washington,WA,03,,,,,,Party Votes:,D,71628,,,,,,,,
3561,Washington,WA,03,H4WA03080,,Thomas A.,Crowson,"Crowson, Thomas A.",,R,30877,67.6444814441572%,,,119027,38.0700009275459%,,,
3562,Washington,WA,03,H4WA03072,,Dawn,Courtney,"Courtney, Dawn",,R,14769,32.3555185558428%,,,,,,,
3563,Washington,WA,03,,,,,,Party Votes:,R,45646,,,,,,,,
3564,Washington,WA,03,,,,,,District Votes:,,117274,,,,312653,,,,
3565,Washington,WA,04,H2WA04041,(I),Doc,Hastings,"Hastings, Doc",,R,65213,100%,,,154627,62.5733975954321%,,,
3566,Washington,WA,04,,,,,,Party Votes:,R,65213,,,,,,,,
3567,Washington,WA,04,H4WA04054,,Sandy,Matheson,"Matheson, Sandy",,D,22933,62.7579223906738%,,,92486,37.426602404568%,,,
3568,Washington,WA,04,H2WA04116,,Craig,Mason,"Mason, Craig",,D,7418,20.2999288489957%,,,,,,,
3569,Washington,WA,04,H4WA04062,,Richard K.,Wright,"Wright, Richard K.",,D,6191,16.9421487603306%,,,,,,,
3570,Washington,WA,04,,,,,,Party Votes:,D,36542,,,,,,,,
3571,Washington,WA,04,,,,,,District Votes:,,101755,,,,247113,,,,
3572,Washington,WA,05,H4WA05077,,Cathy,McMorris,"McMorris, Cathy",,R,42948,49.6974045059536%,,,179600,59.6810585745%,,,
3573,Washington,WA,05,H4WA05051,,Larry,Sheahan,"Sheahan, Larry",,R,23593,27.3007093347528%,,,,,,,
3574,Washington,WA,05,H4WA05085,,Shaun,Cross,"Cross, Shaun",,R,19878,23.0018861592937%,,,,,,,
3575,Washington,WA,05,,,,,,Party Votes:,R,86419,,,,,,,,
3576,Washington,WA,05,H4WA05093,,Don,Barbieri,"Barbieri, Don",,D,56199,100%,,,121333,40.3189414255%,,,
3577,Washington,WA,05,,,,,,Party Votes:,D,56199,,,,,,,,
3578,Washington,WA,05,,,,,,District Votes:,,142618,,,,300933,,,,
3579,Washington,WA,06,H6WA06021,(I),Norm,Dicks,"Dicks, Norm",,D,82331,100%,,,202919,68.9855752395911%,,,
3580,Washington,WA,06,,,,,,Party Votes:,D,82331,,,,,,,,
3581,Washington,WA,06,H4WA06067,,Doug,Cloud,"Cloud, Doug",,R,43653,100%,,,91228,31.0144247604089%,,,
3582,Washington,WA,06,,,,,,Party Votes:,R,43653,,,,,,,,
3583,Washington,WA,06,,,,,,District Votes:,,125984,,,,294147,,,,
3584,Washington,WA,07,H8WA07132,(I),Jim,McDermott,"McDermott, Jim",,D,124779,100%,,,272302,80.6753810054277%,,,
3585,Washington,WA,07,,,,,,Party Votes:,D,124779,,,,,,,,
3586,Washington,WA,07,H2WA07077,,Carol,Cassady,"Cassady, Carol",,R,19962,100%,,,65226,19.3246189945723%,,,
3587,Washington,WA,07,,,,,,Party Votes:,R,19962,,,,,,,,
3588,Washington,WA,07,,,,,,District Votes:,,144741,,,,337528,,,,
3589,Washington,WA,08,H4WA08071,,Dave,Reichert,"Reichert, Dave",,R,31088,43.0492279997231%,,,173298,51.5003016353689%,,,
3590,Washington,WA,08,H4WA08063,,Diane,Tebelius,"Tebelius, Diane",,R,16468,22.8041265665028%,,,,,,,
3591,Washington,WA,08,H4WA08089,,Luke,Esser,"Esser, Luke",,R,16309,22.5839507027626%,,,,,,,
3592,Washington,WA,08,H4WA08097,,Conrad,Lee,"Lee, Conrad",,R,8350,11.5626947310116%,,,,,,,
3593,Washington,WA,08,,,,,,Party Votes:,R,72215,,,,,,,,
3594,Washington,WA,08,H4WA08105,,Dave,Ross,"Ross, Dave",,D,39347,48.4318455971049%,,,157148,46.7008817262458%,,,
3595,Washington,WA,08,H4WA08055,,Alex,Alben,"Alben, Alex",,D,24903,30.6528642820216%,,,,,,,
3596,Washington,WA,08,H8WA08049,,Heidi,Behrens-Benedict,"Behrens-Benedict, Heidi",,D,16992,20.9152901208734%,,,,,,,
3597,Washington,WA,08,,,,,,Party Votes:,D,81242,,,,,,,,
3598,Washington,WA,08,H4WA08113,,Spencer,Garrett,"Garrett, Spencer",,LBT,1658,100%,,,6053,1.79881663838526%,,,
3599,Washington,WA,08,,,,,,Party Votes:,LBT,1658,,,,,,,,
3600,Washington,WA,08,,,,,,District Votes:,,155115,,,,336499,,,,
3601,Washington,WA,09,H6WA09025,(I),Adam,Smith,"Smith, Adam",,D,65185,100%,,,162433,63.2845159757043%,,,
3602,Washington,WA,09,,,,,,Party Votes:,D,65185,,,,,,,,
3603,Washington,WA,09,H4WA09038,,Paul J.,Lord,"Lord, Paul J.",,R,20829,53.3912642263919%,,,88304,34.4035750045778%,,,
3604,Washington,WA,09,H4WA09020,,C. Mark,Greene,"Greene, C. Mark",,R,18183,46.6087357736081%,,,,,,,
3605,Washington,WA,09,,,,,,Party Votes:,R,39012,,,,,,,,
3606,Washington,WA,09,H4WA09046,,Robert F.,Losey,"Losey, Robert F.",,GRN,,,,,5934,2.31190901971785%,,,
